,filename,electrode 0,electrode 1,electrode 2,electrode 3,electrode 4,electrode 5,electrode 6,electrode 7,electrode 8,electrode 9,electrode 10,electrode 11,electrode 12,electrode 13,test-type
43,A008SM1_1.csv,0.0073025891,0.0058663802,0.0057548981,0.0053738842,0.0032681032,0.0031617051,0.0091719043,0.0113295501,0.0089594858,0.0089317225,0.0086964438,0.0100563992,0.0096242073,0.0113104357,4
44,A030SM1_1.csv,0.0093988464,0.0061945004,0.0037132464,0.0033256316,0.0020070868,0.00141448,0.0030764618,0.0072935958,0.1344592995,0.0040282626,0.017913497,0.0037001292,0.0068455138,0.0072797505,4
45,A030SV1_1.csv,0.0126235551,0.007426446,0.0042694234,0.0034401218,0.0023569331,0.0013120817,0.0024736802,0.0031114357,0.0033229427,0.003973337,0.0147708212,0.0046479819,0.0066271461,0.0095165401,5
46,A023SB2_1.csv,0.0201464185,0.0139716532,0.0058819488,0.0075750186,0.0060760605,0.0040643084,0.0063174572,0.0065562204,0.00594633,0.0073354963,0.0047285516,0.0032396176,0.0087789345,0.0098819482,2
47,A021SB2_1.csv,0.0081736279,0.0081533777,0.0029020475,0.0266947938,0.0029875063,0.007019927,0.0021203017,0.00337788,0.0029721059,0.0038746698,0.0088009443,0.0030414668,0.0042476195,0.0081011541,2
48,A017SM1_1.csv,0.0162408558,0.0107559355,0.0533267357,0.0453707292,0.0096243312,0.0081470217,0.0088492108,0.0094686363,0.0072505307,0.0107868032,0.0089052148,0.0111941873,0.0117989878,0.0250174589,4
49,A023SB3_1.csv,0.0200102784,0.0208015831,0.0056544255,0.0266264958,0.0045715677,0.0070464723,0.0057963924,0.008126457,0.0057344198,0.008361781,0.0092647253,0.0061775734,0.0141749678,0.0099307095,3
50,A011SV1_1.csv,0.0086921949,0.0068291787,0.0038424022,0.0045691026,0.0052618984,0.0076616831,0.0038203537,0.0040954561,0.0056479806,0.0072350599,0.004633061,0.004867383,0.0082887513,0.0071713059,5
51,A017SB2_1.csv,0.0037217463,0.0032100397,0.0027624363,0.0039085201,0.003404799,0.0023809853,0.0025723532,0.0029920621,0.0024895991,0.0046480181,0.0031528191,0.0029414588,0.0044121423,0.0039187262,2
52,A003SB2_1.csv,0.0033098666,0.0058895041,0.0023680799,0.0032418622,0.0024492835,0.0016219921,0.0023716399,0.0019727971,0.0027661881,0.0031318812,0.0026496397,0.00715803,0.0034547771,0.0043741409,2
53,A004SB2_1.csv,0.0043298515,0.0096590681,0.0053012906,0.0099563235,0.0022513547,0.0049868403,0.0017457808,0.0022145032,0.0030698322,0.0030329741,0.0031566837,0.0088905484,0.0050990409,0.0052316935,2
54,A006SM1_2.csv,0.0039845459,0.0037228645,0.0059432976,0.00366465,0.0058558628,0.0028544363,0.0030867936,0.0034892031,0.003276574,0.0045973115,0.0047220469,0.0032495758,0.004862915,0.0037121986,4
55,A019SM1_1.csv,0.0075358816,0.0123432427,0.0045526445,0.0305934267,0.0143762499,0.0048143347,0.0052255815,0.0061230341,0.0021912643,0.0047595646,0.0076606606,0.0062862833,0.0066865688,0.0056308368,4
56,A018SB2_1.csv,0.0067179472,0.0192416952,0.0031511781,0.0032123752,0.0028111395,0.0025988938,0.0024608544,0.0029747069,0.0028274988,0.0036610795,0.0037284852,0.0031396776,0.0363569221,0.0082919213,2
57,A014SM1_1.csv,0.0172123125,0.0110872834,0.0050555515,0.0064245014,0.0036289078,0.0021805669,0.0022936013,0.0029886683,0.0032027781,0.0030531999,0.0051170491,0.0097338548,0.0075482553,0.0240403941,4
58,A003SB1_1.csv,0.0035272924,0.0384805707,0.0021243637,0.0052681658,0.002735191,0.0015599062,0.0021415809,0.002246579,0.0028934847,0.0024916908,0.0020938211,0.0067546271,0.0028637582,0.0037110175,1
59,A030SB3_1.csv,0.0092488623,0.0059521777,0.0045875471,0.0030790973,0.0021489815,0.0015175435,0.0020983712,0.0035868309,0.0764490228,0.0040545929,0.0352360492,0.0040013233,0.0059391507,0.0073385448,3
60,A030SB2_2.csv,0.0101087817,0.0059228239,0.0048263432,0.0031216159,0.0032701976,0.0014979089,0.0025626245,0.026451988,0.0682313168,0.004231149,0.009970681,0.0042132113,0.0056821828,0.007936544,2
